catalog_label,control_label,relation_label,technique,technique_label,definition
CCI Catalog v2022-04-05,CCI-001682,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#AccountLocking,Account Locking,The information system automatically removes or disables emergency accounts after an organization-defined time period for each type of account.
CCI Catalog v2022-04-05,CCI-001683,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#DomainAccountMonitoring,Domain Account Monitoring,The information system notifies organization-defined personnel or roles for account creation actions.
CCI Catalog v2022-04-05,CCI-001684,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#DomainAccountMonitoring,Domain Account Monitoring,The information system notifies organization-defined personnel or roles for account modification actions.
CCI Catalog v2022-04-05,CCI-001685,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#DomainAccountMonitoring,Domain Account Monitoring,The information system notifies organization-defined personnel or roles for account disabling actions.
CCI Catalog v2022-04-05,CCI-001686,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#DomainAccountMonitoring,Domain Account Monitoring,The information system notifies organization-defined personnel or roles for account removal actions.
CCI Catalog v2022-04-05,CCI-001695,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#ExecutableDenylisting,Executable Denylisting,The information system prevents the execution of organization-defined unacceptable mobile code.
CCI Catalog v2022-04-05,CCI-001744,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#OperatingSystemMonitoring,Operating System Monitoring,The information system implements organization-defined security responses automatically if baseline configurations are changed in an unauthorized manner.
CCI Catalog v2022-04-05,CCI-001749,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#ExecutableAllowlisting,Executable Allowlisting,The information system prevents the installation of organization-defined software components without verification the software component has been digitally signed using a certificate that is recognized and approved by the organization.
CCI Catalog v2022-04-05,CCI-001749,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#ExecutableDenylisting,Executable Denylisting,The information system prevents the installation of organization-defined software components without verification the software component has been digitally signed using a certificate that is recognized and approved by the organization.
CCI Catalog v2022-04-05,CCI-001762,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#SystemConfigurationPermissions,System Configuration Permissions,"The organization disables organization-defined functions, ports, protocols, and services within the information system deemed to be unnecessary and/or nonsecure."
CCI Catalog v2022-04-05,CCI-001764,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#ExecutableAllowlisting,Executable Allowlisting,"The information system prevents program execution in accordance with organization-defined policies regarding software program usage and restrictions, and/or rules authorizing the terms and conditions of software program usage."
CCI Catalog v2022-04-05,CCI-001764,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#ExecutableDenylisting,Executable Denylisting,"The information system prevents program execution in accordance with organization-defined policies regarding software program usage and restrictions, and/or rules authorizing the terms and conditions of software program usage."
CCI Catalog v2022-04-05,CCI-001767,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#ExecutableDenylisting,Executable Denylisting,"The organization employs an allow-all, deny-by-exception policy to prohibit the execution of unauthorized software programs on the information system."
CCI Catalog v2022-04-05,CCI-001774,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#ExecutableAllowlisting,Executable Allowlisting,"The organization employs a deny-all, permit-by-exception policy to allow the execution of authorized software programs on the information system."
CCI Catalog v2022-04-05,CCI-001811,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#FileAnalysis,File Analysis,The information system alerts organization-defined personnel or roles when the unauthorized installation of software is detected.
CCI Catalog v2022-04-05,CCI-001812,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#ExecutableAllowlisting,Executable Allowlisting,The information system prohibits user installation of software without explicit privileged status.
CCI Catalog v2022-04-05,CCI-001812,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#ExecutableDenylisting,Executable Denylisting,The information system prohibits user installation of software without explicit privileged status.
CCI Catalog v2022-04-05,CCI-001813,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#MandatoryAccessControl,Mandatory Access Control,The information system enforces access restrictions.
CCI Catalog v2022-04-05,CCI-001813,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#UserAccountPermissions,User Account Permissions,The information system enforces access restrictions.
CCI Catalog v2022-04-05,CCI-001855,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#SystemDaemonMonitoring,System Daemon Monitoring,"The information system provides a warning to organization-defined personnel, roles, and/or locations within an organization-defined time period when allocated audit record storage volume reaches an organization-defined percentage of repository maximum audit record storage capacity."
CCI Catalog v2022-04-05,CCI-001858,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#SystemDaemonMonitoring,System Daemon Monitoring,"The information system provides a real-time alert in an organization-defined real-time period to organization-defined personnel, roles, and/or locations when organization-defined audit failure events requiring real-time alerts occur."
CCI Catalog v2022-04-05,CCI-001936,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#Multi-factorAuthentication,Multi-factor Authentication,The information system implements multifactor authentication for network access to privileged accounts such that one of the factors is provided by a device separate from the system gaining access.
CCI Catalog v2022-04-05,CCI-001937,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#Multi-factorAuthentication,Multi-factor Authentication,The device used in the information system implementation of multifactor authentication for network access to privileged accounts meets organization-defined strength of mechanism requirements.
CCI Catalog v2022-04-05,CCI-001941,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#One-timePassword,One-time Password,The information system implements replay-resistant authentication mechanisms for network access to privileged accounts.
CCI Catalog v2022-04-05,CCI-001953,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#BiometricAuthentication,Biometric Authentication,The information system accepts Personal Identity Verification (PIV) credentials.
CCI Catalog v2022-04-05,CCI-001953,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#Certificate-basedAuthentication,Certificate-based Authentication,The information system accepts Personal Identity Verification (PIV) credentials.
CCI Catalog v2022-04-05,CCI-001954,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#BiometricAuthentication,Biometric Authentication,The information system electronically verifies Personal Identity Verification (PIV) credentials.
CCI Catalog v2022-04-05,CCI-001954,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#Certificate-basedAuthentication,Certificate-based Authentication,The information system electronically verifies Personal Identity Verification (PIV) credentials.
CCI Catalog v2022-04-05,CCI-001957,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#One-timePassword,One-time Password,The information system implements organization-defined out-of-band authentication under organization-defined conditions.
CCI Catalog v2022-04-05,CCI-001991,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#Certificate-basedAuthentication,Certificate-based Authentication,"The information system, for PKI-based authentication, implements a local cache of revocation data to support path discovery and validation in case of inability to access revocation information via the network."
CCI Catalog v2022-04-05,CCI-002005,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#BiometricAuthentication,Biometric Authentication,"The information system, for biometric-based authentication, employs mechanisms that satisfy organization-defined biometric quality requirements."
CCI Catalog v2022-04-05,CCI-002009,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#BiometricAuthentication,Biometric Authentication,The information system accepts Personal Identity Verification (PIV) credentials from other federal agencies.
CCI Catalog v2022-04-05,CCI-002009,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#Certificate-basedAuthentication,Certificate-based Authentication,The information system accepts Personal Identity Verification (PIV) credentials from other federal agencies.
CCI Catalog v2022-04-05,CCI-002010,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#BiometricAuthentication,Biometric Authentication,The information system electronically verifies Personal Identity Verification (PIV) credentials from other federal agencies.
CCI Catalog v2022-04-05,CCI-002010,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#Certificate-basedAuthentication,Certificate-based Authentication,The information system electronically verifies Personal Identity Verification (PIV) credentials from other federal agencies.
CCI Catalog v2022-04-05,CCI-002015,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#BiometricAuthentication,Biometric Authentication,The information system accepts Personal Identity Verification-I (PIV-I) credentials.
CCI Catalog v2022-04-05,CCI-002015,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#Certificate-basedAuthentication,Certificate-based Authentication,The information system accepts Personal Identity Verification-I (PIV-I) credentials.
CCI Catalog v2022-04-05,CCI-002016,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#BiometricAuthentication,Biometric Authentication,The information system electronically verifies Personal Identity Verification-I (PIV-I) credentials.
CCI Catalog v2022-04-05,CCI-002016,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#Certificate-basedAuthentication,Certificate-based Authentication,The information system electronically verifies Personal Identity Verification-I (PIV-I) credentials.
CCI Catalog v2022-04-05,CCI-002041,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#StrongPasswordPolicy,Strong Password Policy,The information system allows the use of a temporary password for system logons with an immediate change to a permanent password.
CCI Catalog v2022-04-05,CCI-002145,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#UserAccountPermissions,User Account Permissions,The information system enforces organization-defined circumstances and/or usage conditions for organization-defined information system accounts.
CCI Catalog v2022-04-05,CCI-002165,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#MandatoryAccessControl,Mandatory Access Control,The information system enforces organization-defined discretionary access control policies over defined subjects and objects.
CCI Catalog v2022-04-05,CCI-002169,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#MandatoryAccessControl,Mandatory Access Control,The information system enforces a role-based access control policy over defined subjects and objects.
CCI Catalog v2022-04-05,CCI-002178,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#MandatoryAccessControl,Mandatory Access Control,The information system enforces the revocation of access authorizations resulting from changes to the security attributes of subjects based on organization-defined rules governing the timing of revocations of access authorizations.
CCI Catalog v2022-04-05,CCI-002178,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#SystemCallFiltering,System Call Filtering,The information system enforces the revocation of access authorizations resulting from changes to the security attributes of subjects based on organization-defined rules governing the timing of revocations of access authorizations.
CCI Catalog v2022-04-05,CCI-002179,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#MandatoryAccessControl,Mandatory Access Control,The information system enforces the revocation of access authorizations resulting from changes to the security attributes of objects based on organization-defined rules governing the timing of revocations of access authorizations.
CCI Catalog v2022-04-05,CCI-002179,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#SystemCallFiltering,System Call Filtering,The information system enforces the revocation of access authorizations resulting from changes to the security attributes of objects based on organization-defined rules governing the timing of revocations of access authorizations.
CCI Catalog v2022-04-05,CCI-002201,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#DomainTrustPolicy,Domain Trust Policy,"The information system, when transferring information between different security domains, uses organization-defined data type identifiers to validate data essential for information flow decisions."
CCI Catalog v2022-04-05,CCI-002205,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#DomainTrustPolicy,Domain Trust Policy,"The information system uniquely identifies and authenticates source by organization, system, application, and/or individual for information transfer."
CCI Catalog v2022-04-05,CCI-002207,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#DomainTrustPolicy,Domain Trust Policy,"The information system uniquely identifies and authenticates destination by organization, system, application, and/or individual for information transfer."
CCI Catalog v2022-04-05,CCI-002211,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#InboundTrafficFiltering,Inbound Traffic Filtering,"The information system, when transferring information between different security domains, applies the same security policy filtering to metadata as it applies to data payloads."
CCI Catalog v2022-04-05,CCI-002211,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#OutboundTrafficFiltering,Outbound Traffic Filtering,"The information system, when transferring information between different security domains, applies the same security policy filtering to metadata as it applies to data payloads."
CCI Catalog v2022-04-05,CCI-002218,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#DomainTrustPolicy,Domain Trust Policy,"The information system provides access from a single device to computing platforms, applications, or data residing on multiple different security domains, while preventing any information flow between the different security domains."
CCI Catalog v2022-04-05,CCI-002233,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#ExecutableDenylisting,Executable Denylisting,The information system prevents organization-defined software from executing at higher privilege levels than users executing the software.
CCI Catalog v2022-04-05,CCI-002235,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#MandatoryAccessControl,Mandatory Access Control,"The information system prevents non-privileged users from executing privileged functions to include disabling, circumventing, or altering implemented security safeguards/countermeasures."
CCI Catalog v2022-04-05,CCI-002235,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#SystemConfigurationPermissions,System Configuration Permissions,"The information system prevents non-privileged users from executing privileged functions to include disabling, circumventing, or altering implemented security safeguards/countermeasures."
CCI Catalog v2022-04-05,CCI-002238,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#AccountLocking,Account Locking,"The information system automatically locks the account or node for either an organization-defined time period, until the locked account or node is released by an administrator, or delays the next logon prompt according to the organization-defined delay algorithm when the maximum number of unsuccessful logon attempts is exceeded."
CCI Catalog v2022-04-05,CCI-002262,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#MandatoryAccessControl,Mandatory Access Control,The organization provides the means to associate organization-defined types of security attributes having organization-defined security attribute values with information in storage.
CCI Catalog v2022-04-05,CCI-002262,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#UserAccountPermissions,User Account Permissions,The organization provides the means to associate organization-defined types of security attributes having organization-defined security attribute values with information in storage.
CCI Catalog v2022-04-05,CCI-002263,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#MandatoryAccessControl,Mandatory Access Control,The organization provides the means to associate organization-defined types of security attributes having organization-defined security attribute values with information in process.
CCI Catalog v2022-04-05,CCI-002263,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#UserAccountPermissions,User Account Permissions,The organization provides the means to associate organization-defined types of security attributes having organization-defined security attribute values with information in process.
CCI Catalog v2022-04-05,CCI-002264,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#MandatoryAccessControl,Mandatory Access Control,The organization provides the means to associate organization-defined types of security attributes having organization-defined security attribute values with information in transmission.
CCI Catalog v2022-04-05,CCI-002264,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#UserAccountPermissions,User Account Permissions,The organization provides the means to associate organization-defined types of security attributes having organization-defined security attribute values with information in transmission.
CCI Catalog v2022-04-05,CCI-002272,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#MandatoryAccessControl,Mandatory Access Control,The information system dynamically associates security attributes with organization-defined objects in accordance with organization-defined security policies as information is created and combined.
CCI Catalog v2022-04-05,CCI-002272,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#UserAccountPermissions,User Account Permissions,The information system dynamically associates security attributes with organization-defined objects in accordance with organization-defined security policies as information is created and combined.
CCI Catalog v2022-04-05,CCI-002277,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#MandatoryAccessControl,Mandatory Access Control,The information system provides authorized individuals (or processes acting on behalf of individuals) the capability to define the value of associated security attributes.
CCI Catalog v2022-04-05,CCI-002277,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#UserAccountPermissions,User Account Permissions,The information system provides authorized individuals (or processes acting on behalf of individuals) the capability to define the value of associated security attributes.
CCI Catalog v2022-04-05,CCI-002281,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#MandatoryAccessControl,Mandatory Access Control,The information system maintains the association of organization-defined security attributes to organization-defined subjects.
CCI Catalog v2022-04-05,CCI-002281,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#UserAccountPermissions,User Account Permissions,The information system maintains the association of organization-defined security attributes to organization-defined subjects.
CCI Catalog v2022-04-05,CCI-002282,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#MandatoryAccessControl,Mandatory Access Control,The information system maintains the association of organization-defined security attributes to organization-defined objects.
CCI Catalog v2022-04-05,CCI-002282,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#UserAccountPermissions,User Account Permissions,The information system maintains the association of organization-defined security attributes to organization-defined objects.
CCI Catalog v2022-04-05,CCI-002283,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#MandatoryAccessControl,Mandatory Access Control,The information system maintains the integrity of organization-defined security attributes associated with organization-defined subjects.
CCI Catalog v2022-04-05,CCI-002283,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#UserAccountPermissions,User Account Permissions,The information system maintains the integrity of organization-defined security attributes associated with organization-defined subjects.
CCI Catalog v2022-04-05,CCI-002284,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#MandatoryAccessControl,Mandatory Access Control,The information system maintains the integrity of organization-defined security attributes associated with organization-defined objects.
CCI Catalog v2022-04-05,CCI-002284,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#UserAccountPermissions,User Account Permissions,The information system maintains the integrity of organization-defined security attributes associated with organization-defined objects.
CCI Catalog v2022-04-05,CCI-002289,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#MandatoryAccessControl,Mandatory Access Control,The information system supports the association of organization-defined security attributes with organization-defined subjects by authorized individuals (or processes acting on behalf of individuals).
CCI Catalog v2022-04-05,CCI-002289,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#UserAccountPermissions,User Account Permissions,The information system supports the association of organization-defined security attributes with organization-defined subjects by authorized individuals (or processes acting on behalf of individuals).
CCI Catalog v2022-04-05,CCI-002290,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#MandatoryAccessControl,Mandatory Access Control,The information system supports the association of organization-defined security attributes with organization-defined objects by authorized individuals (or processes acting on behalf of individuals).
CCI Catalog v2022-04-05,CCI-002290,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#UserAccountPermissions,User Account Permissions,The information system supports the association of organization-defined security attributes with organization-defined objects by authorized individuals (or processes acting on behalf of individuals).
CCI Catalog v2022-04-05,CCI-002302,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#MandatoryAccessControl,Mandatory Access Control,The information system implements organization-defined techniques or technologies with an organization-defined level of assurance in associating security attributes to information.
CCI Catalog v2022-04-05,CCI-002302,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#UserAccountPermissions,User Account Permissions,The information system implements organization-defined techniques or technologies with an organization-defined level of assurance in associating security attributes to information.
CCI Catalog v2022-04-05,CCI-002306,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#MandatoryAccessControl,Mandatory Access Control,The information system provides authorized individuals the capability to define or change the type of security attributes available for association with subjects.
CCI Catalog v2022-04-05,CCI-002306,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#SystemConfigurationPermissions,System Configuration Permissions,The information system provides authorized individuals the capability to define or change the type of security attributes available for association with subjects.
CCI Catalog v2022-04-05,CCI-002306,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#UserAccountPermissions,User Account Permissions,The information system provides authorized individuals the capability to define or change the type of security attributes available for association with subjects.
CCI Catalog v2022-04-05,CCI-002307,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#MandatoryAccessControl,Mandatory Access Control,The information system provides authorized individuals the capability to define or change the value of security attributes available for association with subjects.
CCI Catalog v2022-04-05,CCI-002307,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#SystemConfigurationPermissions,System Configuration Permissions,The information system provides authorized individuals the capability to define or change the value of security attributes available for association with subjects.
CCI Catalog v2022-04-05,CCI-002307,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#UserAccountPermissions,User Account Permissions,The information system provides authorized individuals the capability to define or change the value of security attributes available for association with subjects.
CCI Catalog v2022-04-05,CCI-002308,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#MandatoryAccessControl,Mandatory Access Control,The information system provides authorized individuals the capability to define or change the type of security attributes available for association with objects.
CCI Catalog v2022-04-05,CCI-002308,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#SystemConfigurationPermissions,System Configuration Permissions,The information system provides authorized individuals the capability to define or change the type of security attributes available for association with objects.
CCI Catalog v2022-04-05,CCI-002308,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#UserAccountPermissions,User Account Permissions,The information system provides authorized individuals the capability to define or change the type of security attributes available for association with objects.
CCI Catalog v2022-04-05,CCI-002309,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#MandatoryAccessControl,Mandatory Access Control,The information system provides authorized individuals the capability to define or change the value of security attributes available for association with objects.
CCI Catalog v2022-04-05,CCI-002309,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#SystemConfigurationPermissions,System Configuration Permissions,The information system provides authorized individuals the capability to define or change the value of security attributes available for association with objects.
CCI Catalog v2022-04-05,CCI-002309,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#UserAccountPermissions,User Account Permissions,The information system provides authorized individuals the capability to define or change the value of security attributes available for association with objects.
CCI Catalog v2022-04-05,CCI-002322,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#RemoteTerminalSessionDetection,Remote Terminal Session Detection,The organization provides the capability to expeditiously disconnect or disable remote access to the information system within the organization-defined time period.
CCI Catalog v2022-04-05,CCI-002346,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#DatabaseQueryStringAnalysis,Database Query String Analysis,The organization employs organization-defined data mining prevention techniques for organization-defined data storage objects to adequately protect against data mining.
CCI Catalog v2022-04-05,CCI-002346,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#DiskEncryption,Disk Encryption,The organization employs organization-defined data mining prevention techniques for organization-defined data storage objects to adequately protect against data mining.
CCI Catalog v2022-04-05,CCI-002346,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#FileEncryption,File Encryption,The organization employs organization-defined data mining prevention techniques for organization-defined data storage objects to adequately protect against data mining.
CCI Catalog v2022-04-05,CCI-002347,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#FileAccessPatternAnalysis,File Access Pattern Analysis,The organization employs organization-defined data mining detection techniques for organization-defined data storage objects to adequately detect data mining attempts.
CCI Catalog v2022-04-05,CCI-002347,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#InputDeviceAnalysis,Input Device Analysis,The organization employs organization-defined data mining detection techniques for organization-defined data storage objects to adequately detect data mining attempts.
CCI Catalog v2022-04-05,CCI-002347,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#ResourceAccessPatternAnalysis,Resource Access Pattern Analysis,The organization employs organization-defined data mining detection techniques for organization-defined data storage objects to adequately detect data mining attempts.
CCI Catalog v2022-04-05,CCI-002347,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#UserDataTransferAnalysis,User Data Transfer Analysis,The organization employs organization-defined data mining detection techniques for organization-defined data storage objects to adequately detect data mining attempts.
CCI Catalog v2022-04-05,CCI-002353,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#MandatoryAccessControl,Mandatory Access Control,The information system transmits organization-defined access authorization information using organization-defined security safeguards to organization-defined information systems which enforce access control decisions.
CCI Catalog v2022-04-05,CCI-002353,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#UserAccountPermissions,User Account Permissions,The information system transmits organization-defined access authorization information using organization-defined security safeguards to organization-defined information systems which enforce access control decisions.
CCI Catalog v2022-04-05,CCI-002355,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#MandatoryAccessControl,Mandatory Access Control,The information system enforces access control decisions based on organization-defined security attributes that do not include the identity of the user or process acting on behalf of the user.
CCI Catalog v2022-04-05,CCI-002355,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#UserAccountPermissions,User Account Permissions,The information system enforces access control decisions based on organization-defined security attributes that do not include the identity of the user or process acting on behalf of the user.
CCI Catalog v2022-04-05,CCI-002357,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#MandatoryAccessControl,Mandatory Access Control,The information system implements a reference monitor for organization-defined access control policies that is tamperproof.
CCI Catalog v2022-04-05,CCI-002357,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#UserAccountPermissions,User Account Permissions,The information system implements a reference monitor for organization-defined access control policies that is tamperproof.
CCI Catalog v2022-04-05,CCI-002358,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#MandatoryAccessControl,Mandatory Access Control,The information system implements a reference monitor for organization-defined access control policies that is always invoked.
CCI Catalog v2022-04-05,CCI-002358,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#UserAccountPermissions,User Account Permissions,The information system implements a reference monitor for organization-defined access control policies that is always invoked.
CCI Catalog v2022-04-05,CCI-002359,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#MandatoryAccessControl,Mandatory Access Control,"The information system implements a reference monitor for organization-defined access control policies that is small enough to be subject to analysis and testing, the completeness of which can be assured."
CCI Catalog v2022-04-05,CCI-002359,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#UserAccountPermissions,User Account Permissions,"The information system implements a reference monitor for organization-defined access control policies that is small enough to be subject to analysis and testing, the completeness of which can be assured."
CCI Catalog v2022-04-05,CCI-002361,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#ProcessTermination,Process Termination,The information system automatically terminates a user session after organization-defined conditions or trigger events requiring session disconnect.
CCI Catalog v2022-04-05,CCI-002363,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#ProcessTermination,Process Termination,The information system provides a logout capability for user-initiated communications sessions whenever authentication is used to gain access to organization-defined information resources.
CCI Catalog v2022-04-05,CCI-002364,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#ProcessTermination,Process Termination,The information system displays an explicit logout message to users indicating the reliable termination of authenticated communications sessions.
CCI Catalog v2022-04-05,CCI-002381,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#Hardware-basedProcessIsolation,Hardware-based Process Isolation,The organization minimizes the number of nonsecurity functions included within the isolation boundary containing security functions.
CCI Catalog v2022-04-05,CCI-002381,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#Kernel-basedProcessIsolation,Kernel-based Process Isolation,The organization minimizes the number of nonsecurity functions included within the isolation boundary containing security functions.
CCI Catalog v2022-04-05,CCI-002382,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#Hardware-basedProcessIsolation,Hardware-based Process Isolation,The organization implements security functions as largely independent modules that maximize internal cohesiveness within modules and minimize coupling between modules.
CCI Catalog v2022-04-05,CCI-002382,broader,http://d3fend.mitre.org/ontologies/d3fend.owl#Kernel-basedProcessIsolation,Kernel-based Process Isolation,The organization implements security functions as largely independent modules that maximize internal cohesiveness within modules and minimize coupling between modules.
CCI Catalog v2022-04-05,CCI-002384,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#NetworkTrafficFiltering,Network Traffic Filtering,The information system prevents unauthorized information transfer via shared resources in accordance with organization-defined procedures when system processing explicitly switches between different information classification levels or security categories.
CCI Catalog v2022-04-05,CCI-002385,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#InboundTrafficFiltering,Inbound Traffic Filtering,The information system protects against or limits the effects of organization-defined types of denial of service attacks by employing organization-defined security safeguards.
CCI Catalog v2022-04-05,CCI-002385,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#OutboundTrafficFiltering,Outbound Traffic Filtering,The information system protects against or limits the effects of organization-defined types of denial of service attacks by employing organization-defined security safeguards.
CCI Catalog v2022-04-05,CCI-002394,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#SystemConfigurationPermissions,System Configuration Permissions,"The information system protects the availability of resources by allocating organization-defined resources based on priority, quota, and/or organization-defined security safeguards."
CCI Catalog v2022-04-05,CCI-002397,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#InboundTrafficFiltering,Inbound Traffic Filtering,"The information system, in conjunction with a remote device, prevents the device from simultaneously establishing non-remote connections with the system and communicating via some other connection to resources in external networks."
CCI Catalog v2022-04-05,CCI-002397,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#OutboundTrafficFiltering,Outbound Traffic Filtering,"The information system, in conjunction with a remote device, prevents the device from simultaneously establishing non-remote connections with the system and communicating via some other connection to resources in external networks."
CCI Catalog v2022-04-05,CCI-002400,narrower,http://d3fend.mitre.org/ontologies/d3fend.owl#OutboundTrafficFiltering,Outbound Traffic Filtering,The information system audits the identity of internal users associated with denied outgoing communications traffic posing a threat to external information systems.
